case_id,fir_number,case_type,crime_category,crime_subcategory,ipc_section,registration_date,incident_date,incident_time,police_station_id,district,city,state,latitude,longitude,case_status,severity,investigating_officer_id,source,description
C004825,PUNE/FIR/2018/04825,FIR,Theft,Theft of property,IPC 379,2021-06-20,2021-06-17,04:59:00,PS_KOTHRUD,Pune,Pune,Maharashtra,18.510156,73.795808,Under Investigation,Medium,IO0256,SYNTH_INTEL_DB,Synthetic theft of property case recorded for the Kothrud area. Severity classification: Medium.
C004826,PUNE/FIR/2023/04826,FIR,Cyber Crime,Cheating by personation / cyber fraud,IPC 419/420,2023-08-27,2023-08-25,04:51:00,PS_VISHRANTWADI,Pune,Pune,Maharashtra,18.578702,73.874455,Solved,High,IO0337,SYNTH_COURT_LINK,Synthetic cheating by personation / cyber fraud case recorded for the Vishrantwadi area. Severity classification: High.
C004827,PUNE/FIR/2021/04827,FIR,Public Order,Rioting,IPC 147,2022-01-28,2022-01-27,06:54:00,PS_KOTHRUD,Pune,Pune,Maharashtra,18.504119,73.806104,Closed,Critical,IO0048,SYNTH_CASE_DB,Synthetic rioting case recorded for the Kothrud area. Severity classification: Critical.
C004828,PUNE/FIR/2019/04828,FIR,Assault,Grievous hurt,IPC 325,2022-01-04,2021-12-26,23:31:00,PS_WAKAD,Pune,Pune,Maharashtra,18.60673,73.766006,Solved,Critical,IO0056,SYNTH_FIR_DB,Synthetic grievous hurt case recorded for the Wakad area. Severity classification: Critical.
C004829,PUNE/FIR/2018/04829,FIR,Theft,Theft in dwelling house,IPC 380,2018-09-15,2018-09-03,20:32:00,PS_SHIVAJINAGAR,Pune,Pune,Maharashtra,18.522086,73.848252,Chargesheeted,High,IO0316,SYNTH_FIELD_REPORT,Synthetic theft in dwelling house case recorded for the Shivajinagar area. Severity classification: High.
C004830,PUNE/FIR/2018/04830,FIR,Theft,Theft of property,IPC 379,2021-12-27,2021-12-27,23:43:00,PS_BANER,Pune,Pune,Maharashtra,18.562588,73.778812,Unsolved,Medium,IO0253,SYNTH_FIELD_REPORT,Synthetic theft of property case recorded for the Baner area. Severity classification: Medium.
C004831,PUNE/FIR/2022/04831,FIR,Assault,Voluntarily causing hurt,IPC 323,2018-02-05,2018-01-29,08:32:00,PS_KOTHRUD,Pune,Pune,Maharashtra,18.506246,73.798011,Under Investigation,Medium,IO0023,SYNTH_FIR_DB,Synthetic voluntarily causing hurt case recorded for the Kothrud area. Severity classification: Medium.
C004832,PUNE/FIR/2020/04832,FIR,Narcotics,Possession-related offence,IPC 272/273,2019-09-29,2019-09-25,20:27:00,PS_VIMAN_NAGAR,Pune,Pune,Maharashtra,18.566919,73.924143,Chargesheeted,High,IO0148,SYNTH_CASE_DB,Synthetic possession-related offence case recorded for the Viman Nagar area. Severity classification: High.
C004833,PUNE/FIR/2024/04833,FIR,Cyber Crime,Cheating by personation / cyber fraud,IPC 419/420,2021-06-24,2021-06-23,21:54:00,PS_VISHRANTWADI,Pune,Pune,Maharashtra,18.562526,73.868643,Unsolved,High,IO0349,SYNTH_FIELD_REPORT,Synthetic cheating by personation / cyber fraud case recorded for the Vishrantwadi area. Severity classification: High.
C004834,PUNE/FIR/2023/04834,FIR,Theft,Theft in dwelling house,IPC 380,2022-05-20,2022-05-11,17:51:00,PS_KONDHWA,Pune,Pune,Maharashtra,18.4795,73.880734,Chargesheeted,Critical,IO0180,SYNTH_CASE_DB,Synthetic theft in dwelling house case recorded for the Kondhwa area. Severity classification: Critical.
C004835,PUNE/FIR/2021/04835,FIR,Theft,Theft of property,IPC 379,2020-12-19,2020-12-05,17:15:00,PS_AUNDH,Pune,Pune,Maharashtra,18.566523,73.803131,Pending,Medium,IO0348,SYNTH_FIR_DB,Synthetic theft of property case recorded for the Aundh area. Severity classification: Medium.
C004836,PUNE/FIR/2021/04836,FIR,Public Order,Rioting,IPC 147,2024-01-15,2024-01-11,20:01:00,PS_VIMAN_NAGAR,Pune,Pune,Maharashtra,18.569177,73.90541,Solved,High,IO0344,SYNTH_LEGACY_DB,Synthetic rioting case recorded for the Viman Nagar area. Severity classification: High.
C004837,PUNE/FIR/2020/04837,FIR,Fraud,Cheating,IPC 420,2019-01-24,2019-01-10,20:26:00,PS_VISHRANTWADI,Pune,Pune,Maharashtra,18.565956,73.885913,Under Investigation,High,IO0109,SYNTH_FIR_DB,Synthetic cheating case recorded for the Vishrantwadi area. Severity classification: High.
C004838,PUNE/FIR/2023/04838,FIR,Cyber Crime,Cheating by personation / cyber fraud,IPC 419/420,2024-01-26,2024-01-25,18:51:00,PS_CHINCHWAD,Pune,Pune,Maharashtra,18.634583,73.797079,Pending,High,IO0307,SYNTH_CASE_DB,Synthetic cheating by personation / cyber fraud case recorded for the Chinchwad area. Severity classification: High.
C004839,PUNE/FIR/2021/04839,FIR,Fraud,Cheating,IPC 420,2023-11-26,2023-11-13,10:14:00,PS_KOTHRUD,Pune,Pune,Maharashtra,18.514853,73.798456,Closed,High,IO0140,SYNTH_INTEL_DB,Synthetic cheating case recorded for the Kothrud area. Severity classification: High.
C004840,PUNE/FIR/2023/04840,Complaint,Fraud,Cheating,IPC 420,2018-09-21,2018-09-18,09:10:00,PS_WAKAD,Pune,Pune,Maharashtra,18.60997,73.764678,Unsolved,High,IO0197,SYNTH_COURT_LINK,Synthetic cheating case recorded for the Wakad area. Severity classification: High.
C004841,PUNE/FIR/2020/04841,FIR,Theft,Theft of property,IPC 379,2024-05-26,2024-05-14,07:40:00,PS_SWARGATE,Pune,Pune,Maharashtra,18.513182,73.85167,Under Investigation,High,IO0179,SYNTH_FIELD_REPORT,Synthetic theft of property case recorded for the Swargate area. Severity classification: High.
C004842,PUNE/FIR/2018/04842,Complaint,Fraud,Cheating,IPC 420,2019-03-26,2019-03-19,22:28:00,PS_KATRAJ,Pune,Pune,Maharashtra,18.454705,73.86383,Solved,High,IO0274,SYNTH_FIELD_REPORT,Synthetic cheating case recorded for the Katraj area. Severity classification: High.
C004843,PUNE/FIR/2024/04843,FIR,Robbery,Robbery,IPC 392,2020-10-26,2020-10-13,15:06:00,PS_HADAPSAR,Pune,Pune,Maharashtra,18.520652,73.925094,Pending,High,IO0281,SYNTH_FIR_DB,Synthetic robbery case recorded for the Hadapsar area. Severity classification: High.
C004844,PUNE/FIR/2023/04844,FIR,Fraud,Cheating,IPC 420,2020-02-14,2020-02-04,11:45:00,PS_SWARGATE,Pune,Pune,Maharashtra,18.507289,73.863156,Chargesheeted,High,IO0013,SYNTH_CASE_DB,Synthetic cheating case recorded for the Swargate area. Severity classification: High.
C004845,PUNE/FIR/2020/04845,Preliminary Inquiry,Theft,Theft of property,IPC 379,2024-06-07,2024-06-05,09:59:00,PS_KATRAJ,Pune,Pune,Maharashtra,18.441672,73.866209,Under Investigation,Medium,IO0194,SYNTH_FIR_DB,Synthetic theft of property case recorded for the Katraj area. Severity classification: Medium.
C004846,PUNE/FIR/2019/04846,Preliminary Inquiry,Assault,Voluntarily causing hurt,IPC 323,2018-12-11,2018-12-04,14:58:00,PS_SHIVAJINAGAR,Pune,Pune,Maharashtra,18.537764,73.844621,Closed,Medium,IO0313,SYNTH_FIR_DB,Synthetic voluntarily causing hurt case recorded for the Shivajinagar area. Severity classification: Medium.
C004847,PUNE/FIR/2021/04847,FIR,Burglary,House-breaking / house-trespass,IPC 454,2023-08-27,2023-08-25,18:09:00,PS_KATRAJ,Pune,Pune,Maharashtra,18.453073,73.872234,Pending,High,IO0252,SYNTH_FIR_DB,Synthetic house-breaking / house-trespass case recorded for the Katraj area. Severity classification: High.
C004848,PUNE/FIR/2020/04848,FIR,Theft,Theft of property,IPC 379,2023-01-05,2022-12-31,14:36:00,PS_KATRAJ,Pune,Pune,Maharashtra,18.464128,73.865491,Registered,Medium,IO0074,SYNTH_FIELD_REPORT,Synthetic theft of property case recorded for the Katraj area. Severity classification: Medium.
C004849,PUNE/FIR/2019/04849,FIR,Theft,Theft in dwelling house,IPC 380,2021-04-03,2021-03-23,22:32:00,PS_VIMAN_NAGAR,Pune,Pune,Maharashtra,18.570399,73.917192,Chargesheeted,High,IO0151,SYNTH_CASE_DB,Synthetic theft in dwelling house case recorded for the Viman Nagar area. Severity classification: High.
C004850,PUNE/FIR/2023/04850,Complaint,Burglary,House-breaking / house-trespass,IPC 454,2018-03-13,2018-03-07,20:44:00,PS_YERAWADA,Pune,Pune,Maharashtra,18.55082,73.878329,Chargesheeted,High,IO0106,SYNTH_FIR_DB,Synthetic house-breaking / house-trespass case recorded for the Yerawada area. Severity classification: High.
C004851,PUNE/FIR/2024/04851,Other,Assault,Voluntarily causing hurt,IPC 323,2023-10-05,2023-10-02,10:06:00,PS_SWARGATE,Pune,Pune,Maharashtra,18.500979,73.857199,Solved,High,IO0104,SYNTH_LEGACY_DB,Synthetic voluntarily causing hurt case recorded for the Swargate area. Severity classification: High.
C004852,PUNE/FIR/2019/04852,FIR,Forgery,Using forged document,IPC 471,2022-06-18,2022-06-12,02:48:00,PS_KATRAJ,Pune,Pune,Maharashtra,18.459334,73.868377,Solved,High,IO0076,SYNTH_COURT_LINK,Synthetic using forged document case recorded for the Katraj area. Severity classification: High.
C004853,PUNE/FIR/2021/04853,FIR,Threat,Criminal intimidation,IPC 506,2022-04-03,2022-03-30,14:07:00,PS_PIMPRI,Pune,Pune,Maharashtra,18.626974,73.798788,Pending,Medium,IO0241,SYNTH_CASE_DB,Synthetic criminal intimidation case recorded for the Pimpri area. Severity classification: Medium.
C004854,PUNE/FIR/2024/04854,FIR,Fraud,Cheating,IPC 420,2022-07-30,2022-07-28,19:12:00,PS_KATRAJ,Pune,Pune,Maharashtra,18.462166,73.853888,Chargesheeted,Critical,IO0030,SYNTH_INTEL_DB,Synthetic cheating case recorded for the Katraj area. Severity classification: Critical.
C004855,PUNE/FIR/2023/04855,FIR,Theft,Theft of property,IPC 379,2023-09-17,2023-09-06,05:23:00,PS_KATRAJ,Pune,Pune,Maharashtra,18.448205,73.856672,Closed,Medium,IO0272,SYNTH_COURT_LINK,Synthetic theft of property case recorded for the Katraj area. Severity classification: Medium.
C004856,PUNE/FIR/2021/04856,Other,Threat,Criminal intimidation,IPC 506,2023-02-16,2023-02-14,20:17:00,PS_YERAWADA,Pune,Pune,Maharashtra,18.54595,73.878849,Under Investigation,High,IO0239,SYNTH_FIELD_REPORT,Synthetic criminal intimidation case recorded for the Yerawada area. Severity classification: High.
C004857,PUNE/FIR/2023/04857,FIR,Threat,Criminal intimidation,IPC 506,2023-05-31,2023-05-20,05:45:00,PS_CHINCHWAD,Pune,Pune,Maharashtra,18.623379,73.809849,Chargesheeted,Medium,IO0215,SYNTH_CASE_DB,Synthetic criminal intimidation case recorded for the Chinchwad area. Severity classification: Medium.
C004858,PUNE/FIR/2020/04858,FIR,Sexual Offence,Sexual harassment,IPC 354A,2023-03-27,2023-03-24,21:52:00,PS_KOTHRUD,Pune,Pune,Maharashtra,18.496153,73.809617,Under Investigation,High,IO0277,SYNTH_FIR_DB,Synthetic sexual harassment case recorded for the Kothrud area. Severity classification: High.
C004859,PUNE/FIR/2022/04859,Special Report,Theft,Theft of property,IPC 379,2020-08-04,2020-07-27,11:30:00,PS_VISHRANTWADI,Pune,Pune,Maharashtra,18.576523,73.878224,Under Investigation,High,IO0209,SYNTH_FIR_DB,Synthetic theft of property case recorded for the Vishrantwadi area. Severity classification: High.
C004860,PUNE/FIR/2023/04860,FIR,Property,Mischief causing damage,IPC 427,2019-03-21,2019-03-10,20:17:00,PS_PIMPRI,Pune,Pune,Maharashtra,18.627691,73.796719,Chargesheeted,High,IO0116,SYNTH_FIR_DB,Synthetic mischief causing damage case recorded for the Pimpri area. Severity classification: High.
C004861,PUNE/FIR/2022/04861,FIR,Forgery,Forgery,IPC 465,2022-05-07,2022-04-27,14:42:00,PS_YERAWADA,Pune,Pune,Maharashtra,18.543837,73.882369,Solved,Medium,IO0009,SYNTH_FIR_DB,Synthetic forgery case recorded for the Yerawada area. Severity classification: Medium.
C004862,PUNE/FIR/2020/04862,Preliminary Inquiry,Fraud,Criminal breach of trust,IPC 406,2020-09-28,2020-09-18,23:44:00,PS_CHINCHWAD,Pune,Pune,Maharashtra,18.634993,73.806576,Pending,Medium,IO0021,SYNTH_FIELD_REPORT,Synthetic criminal breach of trust case recorded for the Chinchwad area. Severity classification: Medium.
C004863,PUNE/FIR/2018/04863,FIR,Fraud,Cheating,IPC 420,2024-03-19,2024-03-08,18:46:00,PS_CHINCHWAD,Pune,Pune,Maharashtra,18.621041,73.79909,Under Investigation,High,IO0251,SYNTH_FIR_DB,Synthetic cheating case recorded for the Chinchwad area. Severity classification: High.
C004864,PUNE/FIR/2018/04864,FIR,Property,Mischief causing damage,IPC 427,2018-02-19,2018-02-09,22:04:00,PS_BANER,Pune,Pune,Maharashtra,18.548995,73.787338,Chargesheeted,High,IO0156,SYNTH_CASE_DB,Synthetic mischief causing damage case recorded for the Baner area. Severity classification: High.
C004865,PUNE/FIR/2021/04865,FIR,Theft,Theft in dwelling house,IPC 380,2023-03-12,2023-03-12,15:11:00,PS_PIMPRI,Pune,Pune,Maharashtra,18.629786,73.801461,Closed,High,IO0127,SYNTH_INTEL_DB,Synthetic theft in dwelling house case recorded for the Pimpri area. Severity classification: High.
C004866,PUNE/FIR/2019/04866,FIR,Theft,Theft of property,IPC 379,2020-08-03,2020-07-22,11:10:00,PS_BHOSARI,Pune,Pune,Maharashtra,18.621545,73.85054,Closed,High,IO0198,SYNTH_FIELD_REPORT,Synthetic theft of property case recorded for the Bhosari area. Severity classification: High.
C004867,PUNE/FIR/2023/04867,Complaint,Burglary,House-breaking / house-trespass,IPC 454,2019-03-25,2019-03-21,11:28:00,PS_SWARGATE,Pune,Pune,Maharashtra,18.499027,73.875408,Under Investigation,Critical,IO0188,SYNTH_FIELD_REPORT,Synthetic house-breaking / house-trespass case recorded for the Swargate area. Severity classification: Critical.
C004868,PUNE/FIR/2022/04868,FIR,Theft,Theft of property,IPC 379,2018-12-01,2018-12-01,05:24:00,PS_CHINCHWAD,Pune,Pune,Maharashtra,18.619659,73.796025,Pending,Medium,IO0058,SYNTH_CASE_DB,Synthetic theft of property case recorded for the Chinchwad area. Severity classification: Medium.
C004869,PUNE/FIR/2022/04869,Preliminary Inquiry,Robbery,Robbery,IPC 392,2018-12-07,2018-11-26,11:22:00,PS_VIMAN_NAGAR,Pune,Pune,Maharashtra,18.572497,73.906949,Unsolved,High,IO0345,SYNTH_CASE_DB,Synthetic robbery case recorded for the Viman Nagar area. Severity classification: High.
C004870,PUNE/FIR/2024/04870,FIR,Theft,Theft in dwelling house,IPC 380,2023-01-29,2023-01-24,18:11:00,PS_KOTHRUD,Pune,Pune,Maharashtra,18.497483,73.802309,Registered,Critical,IO0036,SYNTH_FIR_DB,Synthetic theft in dwelling house case recorded for the Kothrud area. Severity classification: Critical.
C004871,PUNE/FIR/2018/04871,Special Report,Theft,Theft of property,IPC 379,2018-05-15,2018-05-10,20:19:00,PS_HADAPSAR,Pune,Pune,Maharashtra,18.51095,73.922822,Pending,Medium,IO0203,SYNTH_CASE_DB,Synthetic theft of property case recorded for the Hadapsar area. Severity classification: Medium.
C004872,PUNE/FIR/2019/04872,Complaint,Fraud,Cheating,IPC 420,2019-02-28,2019-02-26,11:52:00,PS_PIMPRI,Pune,Pune,Maharashtra,18.630841,73.792219,Solved,High,IO0183,SYNTH_FIR_DB,Synthetic cheating case recorded for the Pimpri area. Severity classification: High.
C004873,PUNE/FIR/2019/04873,FIR,Forgery,Using forged document,IPC 471,2020-06-19,2020-06-09,19:14:00,PS_VISHRANTWADI,Pune,Pune,Maharashtra,18.557084,73.876887,Chargesheeted,High,IO0148,SYNTH_FIR_DB,Synthetic using forged document case recorded for the Vishrantwadi area. Severity classification: High.
C004874,PUNE/FIR/2020/04874,Special Report,Robbery,Robbery,IPC 392,2023-06-23,2023-06-23,22:09:00,PS_BHOSARI,Pune,Pune,Maharashtra,18.618032,73.848449,Chargesheeted,High,IO0332,SYNTH_FIR_DB,Synthetic robbery case recorded for the Bhosari area. Severity classification: High.
C004875,PUNE/FIR/2019/04875,FIR,Assault,Voluntarily causing hurt,IPC 323,2024-01-28,2024-01-14,01:59:00,PS_VIMAN_NAGAR,Pune,Pune,Maharashtra,18.558142,73.921506,Under Investigation,Medium,IO0260,SYNTH_CASE_DB,Synthetic voluntarily causing hurt case recorded for the Viman Nagar area. Severity classification: Medium.
C004876,PUNE/FIR/2020/04876,FIR,Assault,Voluntarily causing hurt,IPC 323,2022-08-07,2022-08-02,10:27:00,PS_VISHRANTWADI,Pune,Pune,Maharashtra,18.559021,73.883204,Pending,Medium,IO0106,SYNTH_CASE_DB,Synthetic voluntarily causing hurt case recorded for the Vishrantwadi area. Severity classification: Medium.
C004877,PUNE/FIR/2024/04877,Preliminary Inquiry,Robbery,Robbery with preparation for hurt,IPC 393,2019-12-12,2019-12-08,11:17:00,PS_KOTHRUD,Pune,Pune,Maharashtra,18.508959,73.797439,Solved,Critical,IO0338,SYNTH_FIR_DB,Synthetic robbery with preparation for hurt case recorded for the Kothrud area. Severity classification: Critical.
C004878,PUNE/FIR/2021/04878,Complaint,Theft,Theft of property,IPC 379,2019-04-29,2019-04-17,09:03:00,PS_CHINCHWAD,Pune,Pune,Maharashtra,18.626275,73.794382,Chargesheeted,Medium,IO0130,SYNTH_COURT_LINK,Synthetic theft of property case recorded for the Chinchwad area. Severity classification: Medium.
C004879,PUNE/FIR/2018/04879,FIR,Theft,Theft in dwelling house,IPC 380,2018-08-23,2018-08-18,08:13:00,PS_CHINCHWAD,Pune,Pune,Maharashtra,18.639625,73.791229,Pending,Critical,IO0035,SYNTH_FIR_DB,Synthetic theft in dwelling house case recorded for the Chinchwad area. Severity classification: Critical.
C004880,PUNE/FIR/2021/04880,FIR,Theft,Theft of property,IPC 379,2018-10-18,2018-10-16,16:33:00,PS_KONDHWA,Pune,Pune,Maharashtra,18.470906,73.881704,Under Investigation,Medium,IO0146,SYNTH_COURT_LINK,Synthetic theft of property case recorded for the Kondhwa area. Severity classification: Medium.
C004881,PUNE/FIR/2019/04881,FIR,Robbery,Robbery with preparation for hurt,IPC 393,2019-07-21,2019-07-19,09:41:00,PS_PIMPRI,Pune,Pune,Maharashtra,18.630186,73.788837,Closed,Critical,IO0166,SYNTH_FIR_DB,Synthetic robbery with preparation for hurt case recorded for the Pimpri area. Severity classification: Critical.
C004882,PUNE/FIR/2019/04882,Complaint,Threat,Criminal intimidation,IPC 506,2023-01-12,2023-01-12,21:16:00,PS_VIMAN_NAGAR,Pune,Pune,Maharashtra,18.575385,73.907617,Pending,Medium,IO0121,SYNTH_COURT_LINK,Synthetic criminal intimidation case recorded for the Viman Nagar area. Severity classification: Medium.
C004883,PUNE/FIR/2020/04883,Complaint,Theft,Theft of property,IPC 379,2018-12-30,2018-12-17,19:58:00,PS_AUNDH,Pune,Pune,Maharashtra,18.555676,73.815573,Under Investigation,Medium,IO0202,SYNTH_FIELD_REPORT,Synthetic theft of property case recorded for the Aundh area. Severity classification: Medium.
C004884,PUNE/FIR/2021/04884,FIR,Theft,Theft of property,IPC 379,2024-04-24,2024-04-24,15:32:00,PS_CHINCHWAD,Pune,Pune,Maharashtra,18.627526,73.787933,Under Investigation,Critical,IO0259,SYNTH_FIELD_REPORT,Synthetic theft of property case recorded for the Chinchwad area. Severity classification: Critical.
C004885,PUNE/FIR/2020/04885,FIR,Assault,Voluntarily causing hurt,IPC 323,2023-10-13,2023-10-11,07:53:00,PS_SHIVAJINAGAR,Pune,Pune,Maharashtra,18.532824,73.851781,Registered,Medium,IO0320,SYNTH_CASE_DB,Synthetic voluntarily causing hurt case recorded for the Shivajinagar area. Severity classification: Medium.
C004886,PUNE/FIR/2021/04886,FIR,Sexual Offence,Assault / criminal force to woman,IPC 354,2021-11-10,2021-11-04,02:54:00,PS_PIMPRI,Pune,Pune,Maharashtra,18.621904,73.792527,Chargesheeted,High,IO0134,SYNTH_CASE_DB,Synthetic assault / criminal force to woman case recorded for the Pimpri area. Severity classification: High.
C004887,PUNE/FIR/2023/04887,Special Report,Robbery,Robbery,IPC 392,2018-09-22,2018-09-14,21:53:00,PS_BANER,Pune,Pune,Maharashtra,18.552983,73.786691,Pending,High,IO0115,SYNTH_CASE_DB,Synthetic robbery case recorded for the Baner area. Severity classification: High.
C004888,PUNE/FIR/2020/04888,FIR,Threat,Criminal intimidation,IPC 506,2022-02-22,2022-02-14,10:21:00,PS_HADAPSAR,Pune,Pune,Maharashtra,18.498585,73.915472,Under Investigation,High,IO0037,SYNTH_FIR_DB,Synthetic criminal intimidation case recorded for the Hadapsar area. Severity classification: High.
C004889,PUNE/FIR/2023/04889,FIR,Assault,Voluntarily causing hurt,IPC 323,2019-04-26,2019-04-13,12:07:00,PS_BHOSARI,Pune,Pune,Maharashtra,18.637217,73.848977,Under Investigation,Medium,IO0265,SYNTH_FIELD_REPORT,Synthetic voluntarily causing hurt case recorded for the Bhosari area. Severity classification: Medium.
C004890,PUNE/FIR/2020/04890,Special Report,Burglary,House-breaking / house-trespass,IPC 454,2019-06-13,2019-06-05,22:19:00,PS_SWARGATE,Pune,Pune,Maharashtra,18.509002,73.86403,Chargesheeted,Critical,IO0099,SYNTH_CASE_DB,Synthetic house-breaking / house-trespass case recorded for the Swargate area. Severity classification: Critical.
